id,price
1,25558.530570469182
2,8410.066596527437
3,20522.769425601393
4,11787.02491750923
5,9775.864743019114
6,9430.058956673283
7,7261.931703797923
8,6884.901954813119
9,11380.98952637449
10,9928.815398941859
11,12937.783878713299
12,35589.540689669295
13,12818.506305469518
14,8506.859431387426
15,10612.613091176485
16,11214.001984895436
17,10542.800859711617
18,21434.03223555843
19,10553.353614124775
20,13103.902362683211
21,19831.67023997062
22,26059.87838204036
23,6990.027851596782
24,18625.9684966258
25,19604.658613296015
26,8340.377392905555
27,18505.802771092644
28,8889.022687715205
29,4394.261550398887
30,35430.02052653522
31,10144.571176013333
32,16045.462075092844
33,25277.454836501758
34,22536.669108120113
35,10202.90440389475
36,5635.949036323746
37,11308.040336570597
38,8930.098714894966
39,10175.617302239496
40,21167.904421327312
41,17901.083177954813
42,9755.724697525222
43,13799.078800512338
44,15710.687319968501
45,4600.0920359988695
46,17567.330320092176
47,7894.694087136931
48,6833.388756125548
49,13019.830187912741
50,12937.783878713299
51,10854.108166018994
52,16545.263012367875
53,24559.17776115625
54,19705.887645510073
55,12883.79709788451
56,11088.395688363878
57,8764.3347799346
58,16771.29869192965
59,24525.76447954691
60,11993.47468271763
61,26456.68616245533
62,19265.85679575742
63,17257.00457990854
64,8930.098714894966
65,11603.931316001559
66,14333.476658853699
67,10413.020831558637
68,34377.082101098684
69,17718.979430626354
70,11865.470683330524
71,7225.759866623153
72,14365.176512244558
73,10183.361453359677
74,26780.784106068197
75,17967.031937092936
76,9908.113724933633
77,5168.998387439246
78,25557.65817517291
79,12206.567531332274
80,24641.558459008476
81,3291.5938887942207
82,10177.75954205556
83,8235.717025508122
84,13588.39274870371
85,17115.419622967416
86,10035.796418416243
87,10073.078318368138
88,17709.34579909268
89,4600.172169248601
90,25055.0257170124
91,14051.657059386158
92,12020.201044182557
93,11258.463693161473
94,8474.686750693676
95,15299.505685375316
96,9668.620546081704
97,32271.624247269654
98,3207.032458475373
99,24964.455157416454
100,30083.353904622985
101,35553.52537852792
102,13499.50595160727
103,15438.3900471285
104,8636.002589442636
105,9214.473159850384
106,11223.032369131208
107,5325.226742364366
108,16605.14507805346
109,7344.680275969273
110,15077.538965823522
111,27825.769499711554
112,8838.442507478167
113,14774.547519628415
114,9610.81877341257
115,9952.024944271694
116,32024.698485291945
117,19740.854662829424
118,22587.625033192224
119,33426.972195322516
120,20933.81971097816
121,31833.853495309126
122,19722.25362739303
123,17473.3628106528
124,7180.645348327725
125,14115.489427204506
126,27889.42605703537
127,15926.994221812545
128,21680.599376774942
129,11723.268832228912
130,11524.39911111689
131,16277.632142947003
132,35658.48949476334
133,15981.255718212089
134,20137.87164681054
135,14749.564836078136
136,15127.695507022701
137,33863.57394210432
138,8517.651596469652
139,11377.576726613222
140,13586.625963930292
141,11614.19734307889
142,6247.42258562344
143,10693.617526851705
144,10864.039858328386
145,14824.251499894677
146,33401.85629735209
147,33530.60310256102
148,5832.292112308056
149,9471.009361244009
150,13461.362983527943
151,9730.823011085942
152,11679.414722502648
153,10496.671909730485
154,7548.2863191249135
155,25089.836828825748
156,16417.70616958233
157,25055.0257170124
158,13240.718450064149
159,15748.839137347126
160,19085.799394503167
161,12934.665809503565
162,11536.641913326428
163,33039.38782652736
164,16158.68387159137
165,14193.254526001096
166,9885.447287908528
167,11797.678740021676
168,11553.486888994588
169,26996.633585173866
170,15338.13033328793
171,18749.559422447674
172,15755.608538451603
173,34966.10895940066
174,13436.983968164563
175,13249.740323865544
176,36766.0773997611
177,30750.419357654715
178,8749.038955546886
179,26153.516031256535
180,20119.565659452404
181,20715.60321045726
182,35232.02023791148
183,17940.761277489877
